"scen_id","n","pi0","power","alpha","method","mean_fdp","exceed","H","delta_ecdf","tau","alpha_cqr","max_weight"
"L2",3,0.4,0.2,0.1,"BH",0.137785714285714,0.22,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L2",3,0.4,0.2,0.1,"Storey",0.181724206349206,0.32,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L2",3,0.4,0.2,0.1,"SCOUT_safe",0.21998556998557,0.39,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L2",3,0.4,0.2,0.1,"SCOUT_both",0.337972400695031,0.73,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L2",3,0.4,0.2,0.1,"SCOUT_confOnly",0.35305595800693,0.78,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.01,"BH",0.01,0.01,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.01,"Storey",0.01,0.01,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.01,"SCOUT_safe",0.04,0.04,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.01,"SCOUT_both",0.07,0.07,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.01,"SCOUT_confOnly",0.06,0.06,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.05,"BH",0.08,0.08,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.05,"Storey",0.1,0.1,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.05,"SCOUT_safe",0.151666666666667,0.17,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.05,"SCOUT_both",0.194166666666667,0.22,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.05,"SCOUT_confOnly",0.209166666666667,0.24,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.1,"BH",0.131,0.15,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.1,"Storey",0.177666666666667,0.21,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.1,"SCOUT_safe",0.313166666666667,0.37,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.1,"SCOUT_both",0.419071428571429,0.5,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L3",3,0.7,0.2,0.1,"SCOUT_confOnly",0.419452380952381,0.5,"0.1,0.2,0.3",0.02,0.65,0.02,4
"L4",5,0.2,0.2,0.01,"BH",0.0283333333333333,0.04,"0.1,0.2,0.3",0.02,0.65,0.02,4
